metric,ubt_median,pbt_median,pbt_over_ubt,log_ratio
rpc_duration_eth_getTransactionByHash_success {quantile=0.99},3120281.0,3060155.0,0.980730581636718,-0.019457493592216647
rpc_duration_all {quantile=0.999},4690973.197500009,4601216.690500006,0.980866122396982,-0.01931929927306735
filtermaps_maps_writetime {quantile=0.95},19680682.5,19304145.0,0.9808676604584216,-0.019317731209701174
filtermaps_maps_writetime {quantile=0.9999},19680682.5,19304145.0,0.9808676604584216,-0.019317731209701174
filtermaps_maps_writetime {quantile=0.999},19680682.5,19304145.0,0.9808676604584216,-0.019317731209701174
filtermaps_maps_writetime {quantile=0.99},19680682.5,19304145.0,0.9808676604584216,-0.019317731209701174
blobpool_resetwait {quantile=0.95},462.79999999999984,471.64999999999975,1.0191227312013826,0.01894218977634045
filtermaps_maps_writetime {quantile=0.5},4905080.75,4820156.0,0.9826863706576084,-0.01746526299088727
system_cpu_schedlatency_count,63449.5,62357.5,0.982789462485914,-0.01736036032389772
chain_account_reads_cache_prefetch_hit,32.0,31.5,0.984375,-0.015748356968139168
rpc_duration_eth_getTransactionCount_success {quantile=0.75},85823.75,84487.0,0.9844244745772587,-0.015698098343116206
rpc_duration_eth_sendRawTransaction_success {quantile=0.75},1410585.125,1431872.25,1.0150909892800692,0.0149782530868183
system_cpu_sysload_total,574745.655,582547.7650000001,1.0135748916622955,0.01348357827193656
system_cpu_syswait_total,138730.65000000002,140462.16,1.012481091957689,0.012403845214494566
rpc_duration_eth_sendRawTransaction_success {quantile=0.5},404876.5,399892.0,0.9876888384482676,-0.012387571680385791
system_cpu_procload_total,36.302984,36.7264175,1.0116638758951604,0.011596377251567128
rpc_duration_eth_getCode_success {quantile=0.999},4838076.922500003,4784147.325000005,0.9888530921761097,-0.011209500176357162
chain_triedb_commits {quantile=0.95},11372120.0,11248060.5,0.9890909082915059,-0.010969032178794092
chain_triedb_commits {quantile=0.9999},11372120.0,11248060.5,0.9890909082915059,-0.010969032178794092
chain_triedb_commits {quantile=0.999},11372120.0,11248060.5,0.9890909082915059,-0.010969032178794092
chain_triedb_commits {quantile=0.99},11372120.0,11248060.5,0.9890909082915059,-0.010969032178794092
chain_execution {quantile=0.95},727293577.5,734744518.0,1.0102447494801368,0.010192627714869748
chain_execution {quantile=0.9999},727293577.5,734744518.0,1.0102447494801368,0.010192627714869748
chain_execution {quantile=0.999},727293577.5,734744518.0,1.0102447494801368,0.010192627714869748
chain_execution {quantile=0.99},727293577.5,734744518.0,1.0102447494801368,0.010192627714869748
eth_db_chaindata_ancient_write,42551.5,42134.0,0.9901883599873095,-0.009860091337693066
chain_storage_reads {quantile=0.5},97048134.5,97978998.0,1.0095917711844322,0.009546062201500711
chain_storage_reads {quantile=0.75},97048134.5,97978998.0,1.0095917711844322,0.009546062201500711
chain_storage_reads {quantile=0.95},97048134.5,97978998.0,1.0095917711844322,0.009546062201500711
chain_storage_reads {quantile=0.9999},97048134.5,97978998.0,1.0095917711844322,0.009546062201500711
chain_storage_reads {quantile=0.999},97048134.5,97978998.0,1.0095917711844322,0.009546062201500711
chain_storage_reads {quantile=0.99},97048134.5,97978998.0,1.0095917711844322,0.009546062201500711
system_disk_writecount,15454.0,15316.5,0.9911026271515465,-0.00893719082982685
eth_db_chaindata_disk_write,63147359.0,62591816.5,0.9912024428448385,-0.00883648413751483
rpc_duration_eth_getCode_success {quantile=0.9999},4862244.0,4822966.0,0.9919218369131619,-0.00811096823594254
eth_db_chaindata_filter_miss,184985.5,183538.0,0.9921750623697533,-0.007855713103939886
chain_account_reads_cache_prefetch_miss,88.0,88.5,1.0056818181818181,0.0056657375356773
eth_db_stateancient_size,619686.0,623101.0,1.0055108554977843,0.005495726291421096
system_disk_writebytes,65101432.5,64749442.0,0.9945931988516535,-0.005421470798824386
system_disk_writedata,65101432.5,64749442.0,0.9945931988516535,-0.005421470798824386
pathdb_dirty_node_depth_count,28091.0,28239.5,1.00528639065893,0.005272466745770045
pathdb_dirty_node_hit,28091.0,28239.5,1.00528639065893,0.005272466745770045
chain_storage_reads_cache_process_hit,1325.0,1332.0,1.0052830188679245,0.005269112680011817
