time="2026-05-27T21:35:54Z" level=info msg="starting spamoor" buildtime="2026-05-15T09:05:13Z" version=git-dc60b60
time="2026-05-27T21:35:54Z" level=info msg="initialized client pool with 1 clients (chain id: 1337)" module=clientpool
time="2026-05-27T21:35:54Z" level=info msg="client check completed (1 good clients, 0 bad clients)" module=clientpool
time="2026-05-27T21:35:54Z" level=info msg="initialized block stats from latest block: gasLimit=100000000 baseFee=14 amsterdam=false"
time="2026-05-27T21:35:54Z" level=info msg="initialized root wallet (addr: 0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266 balance: 999991006 ETH, nonce: 49)"
time="2026-05-27T21:35:54Z" level=info msg="initialized 200 wallets for parallel execution" scenario=erc20_bloater
time="2026-05-27T21:35:55Z" level=info msg="funding child wallets... (0/1)" module=walletpool
time="2026-05-27T21:35:57Z" level=info msg="processed block 9781:  0 total tx, 0 tx confirmed from 0 wallets (740.653µs, 2.818µs)"
time="2026-05-27T21:35:57Z" level=info msg="processed block 9782:  2 total tx, 2 tx confirmed from 1 wallets (770.93µs, 281.173µs)"
time="2026-05-27T21:35:57Z" level=debug msg="initialized child wallet    0 (addr: 0x0F190D0698C9024B3343aB502dd89FCf46236417, balance: 5 ETH, nonce: 0)" module=walletpool
time="2026-05-27T21:35:57Z" level=debug msg="initialized child wallet    1 (addr: 0x1BD170c27c39FF88AEffa1BFcD145bB858Df9bDc, balance: 5 ETH, nonce: 0)" module=walletpool
time="2026-05-27T21:35:57Z" level=debug msg="initialized child wallet    2 (addr: 0x8Ca5EEBb9Ab4053ea3F5af53F8072432D1a94368, balance: 5 ETH, nonce: 0)" module=walletpool
time="2026-05-27T21:35:57Z" level=debug msg="initialized child wallet    3 (addr: 0x690B3CF044a8952d9Fd6977f66EAB50fFF2c774e, balance: 5 ETH, nonce: 0)" module=walletpool
time="2026-05-27T21:35:57Z" level=debug msg="initialized child wallet    4 (addr: 0xcf661C343B9f6130184B8873741033D998336aF5, balance: 5 ETH, nonce: 0)" module=walletpool
time="2026-05-27T21:35:57Z" level=debug msg="initialized child wallet    5 (addr: 0x2aC4C7Fc1faeE0E45926e7fB6164Ae44e8104C3D, balance: 5 ETH, nonce: 0)" module=walletpool
time="2026-05-27T21:35:57Z" level=debug msg="initialized child wallet    6 (addr: 0x71D6c1E9daEb1C82BF1215ed1E48948b2c941308, balance: 5 ETH, nonce: 0)" module=walletpool
time="2026-05-27T21:35:57Z" level=debug msg="initialized child wallet    7 (addr: 0x1E4401158AEd54978332A53B536ce09A3DB623B6, balance: 5 ETH, nonce: 0)" module=walletpool
time="2026-05-27T21:35:57Z" level=debug msg="initialized child wallet    8 (addr: 0x86b255AD65ECbbD090f4D63F471506A45478c9DE, balance: 5 ETH, nonce: 0)" module=walletpool
time="2026-05-27T21:35:57Z" level=debug msg="initialized child wallet    9 (addr: 0x9a8878Da4BC00F84De1E78CC04977C11e8158C46, balance: 5 ETH, nonce: 0)" module=walletpool
time="2026-05-27T21:35:57Z" level=debug msg="initialized child wallet   10 (addr: 0x641618c3Cf9F0146C68186c208fE167F1E15Ffe5, balance: 5 ETH, nonce: 0)" module=walletpool
time="2026-05-27T21:35:57Z" level=debug msg="initialized child wallet   11 (addr: 0x25AF5333bE0599cDAFA296f1A3568e916D223c17, balance: 5 ETH, nonce: 0)" module=walletpool
